name,link,price_usd,mark_price_usd,star_rating,colour,seller_name,review_count,sku_id,hero_image
Women's High Heel Sandals,https://us.shein.com/Women-s-High-Heel-Sandals-p-26463782.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,26.0,26.0,0.0,Apricot,N/A,10, sx2311142236784908,//img.ltwebstatic.com/images3_pi/2024/02/02/bf/17068893411e4db0e3c4ccb137f7d4931e78fea6fd_thumbnail_900x.webp
"Women's Thick Platform Wedge Heel Beach Flip Flops With Soft And Increased Sole, Summer",https://us.shein.com/Women-s-Thick-Platform-Wedge-Heel-Beach-Flip-Flops-With-Soft-And-Increased-Sole-Summer-p-30672423.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,12.1,15.3,0.0,White,N/A,37, sx2402242346986963,//sheinsz.ltwebstatic.com/she_dist/images/bg-grey-ba96515e9b.png
Faux Pearl Decor Fluffy Bedroom Slippers,https://us.shein.com/Faux-Pearl-Decor-Fluffy-Bedroom-Slippers-p-10990322.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,9.7,11.9,0.0,N/A,N/A,100+, sx2207060142467721,//img.ltwebstatic.com/images3_pi/2022/07/06/1657107123ad26365376dead4cff034e6967fc9067_thumbnail_900x.webp
"Women's Wedge Heel & Platform Espadrilles, Open Toe Beach Shoes, Large Size, Comfortable Foam Eva Sole, Multicolor, Black",https://us.shein.com/Women-s-Wedge-Heel-Platform-Espadrilles-Open-Toe-Beach-Shoes-Large-Size-Comfortable-Foam-Eva-Sole-Multicolor-Black-p-30394249.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,12.1,15.2,0.0,Black,N/A,3, sx2402216288800122,//sheinsz.ltwebstatic.com/she_dist/images/bg-grey-ba96515e9b.png
New Spring And Summer Beach Holiday Casual Antiskid Comfortable Retro Print Fabric Metallic Buckle Round Toe High Heel Thick Sole Sandals,https://us.shein.com/New-Spring-And-Summer-Beach-Holiday-Casual-Antiskid-Comfortable-Retro-Print-Fabric-Metallic-Buckle-Round-Toe-High-Heel-Thick-Sole-Sandals-p-32669894.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,21.2,26.6,0.0,Brown,N/A,500+, sx2205030500166436,//img.ltwebstatic.com/images3_pi/2024/03/29/2f/17117210351c989f98bc347441688d53969b9b1828_thumbnail_900x.webp
Women's Elegant Single Strap Chunky Heel Sandals With Beaded Detail For Summer,https://us.shein.com/Women-s-Elegant-Single-Strap-Chunky-Heel-Sandals-With-Beaded-Detail-For-Summer-p-27146341.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,21.0,26.4,0.0,Violet Purple,N/A,100+, sx2306231756597457,//img.ltwebstatic.com/images3_pi/2023/12/05/23/1701706866b248c9f6522b3431821421d7da81e040_thumbnail_900x.webp
CUCCOO SZL Woman Shoes New Years Criss Cross Thick Sole Slingback Orange Wedge Sandals For Summer,https://us.shein.com/CUCCOO-SZL-Woman-Shoes-New-Years-Criss-Cross-Thick-Sole-Slingback-Orange-Wedge-Sandals-For-Summer-p-11092757.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,24.0,24.0,0.0,Orange,N/A,1000+, sx2206278890883834,//img.ltwebstatic.com/images3_pi/2023/04/07/168083323935a9b05213c303c69e8fe89bee9c4cd8_thumbnail_900x.webp
Fashionable Bowknot Chunky High Heel Sandals For Women,https://us.shein.com/Fashionable-Bowknot-Chunky-High-Heel-Sandals-For-Women-p-33192763.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,20.8,26.1,0.0,Black,N/A,16, sx2311124442501070,//img.ltwebstatic.com/images3_pi/2024/04/09/7a/1712673955f5a54e594fc1c67fc15a13a8ac185d34_thumbnail_900x.webp
Women's Fashionable Lightweight & Comfortable Jewel Decoration Black Wedge Heel Thick Sole Sandals,https://us.shein.com/Women-s-Fashionable-Lightweight-Comfortable-Jewel-Decoration-Black-Wedge-Heel-Thick-Sole-Sandals-p-31497269.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,12.4,15.6,0.0,Black,N/A,29, sx2403121380464537,//img.ltwebstatic.com/images3_pi/2024/03/13/e7/1710345081650577add65a416014388b1c81139459_thumbnail_900x.webp
"Fashion Beige Sandals For Women, Faux Pearl Decor Ruched Detail Chunky Heeled Ankle Strap Sandals",https://us.shein.com/Fashion-Beige-Sandals-For-Women-Faux-Pearl-Decor-Ruched-Detail-Chunky-Heeled-Ankle-Strap-Sandals-p-16565888.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,22.6,28.5,0.0,Beige,N/A,100+, sx2305200995211503,//img.ltwebstatic.com/images3_pi/2023/05/22/168472527425c97bae75ad36763d47e063bd408778_thumbnail_900x.webp
"Fashionable Women Roman Sandals, New Summer Bohemian Vintage Cross Straps With Flat Soles, Ideal For Travel",https://us.shein.com/Fashionable-Women-Roman-Sandals-New-Summer-Bohemian-Vintage-Cross-Straps-With-Flat-Soles-Ideal-For-Travel-p-31749469.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,16.0,20.2,0.0,N/A,N/A,10, sx2403159323485169,//img.ltwebstatic.com/images3_spmp/2024/03/15/7e/1710434242814fab0e329cb14b93057f50f6ea1ab6_thumbnail_900x.webp
Plus Size New Style Slip-On Casual Fashionable & Versatile Women's Flat Sandals,https://us.shein.com/Plus-Size-New-Style-Slip-On-Casual-Fashionable-Versatile-Women-s-Flat-Sandals-p-31291802.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,9.4,11.8,4.87,Multicolor,Rlyza,1000+, sx2306262770917108,//img.ltwebstatic.com/images3_pi/2024/03/11/8f/171015342720bf5bf0115fd6c8455017b6daf1b0f3_thumbnail_900x.webp
MOTF PREMIUM FASHIONABLE POINTED TOE WOMEN'S FLAT SHOES,https://us.shein.com/MOTF-PREMIUM-FASHIONABLE-POINTED-TOE-WOMEN-S-FLAT-SHOES-p-27723314.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,26.99,26.99,0.0,Brown,N/A,100+, sx2309153699859799,//img.ltwebstatic.com/images3_pi/2023/12/15/15/1702618589405d69f04c3e1a612c9adc52871f413a_thumbnail_900x.webp
"Women's New Style Spring & Summer Fashion Rhinestone Wedding Sandals, Flat Heel, Flip Flops",https://us.shein.com/Women-s-New-Style-Spring-Summer-Fashion-Rhinestone-Wedding-Sandals-Flat-Heel-Flip-Flops-p-31526418.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,10.8,13.6,0.0,N/A,N/A,6, sx2403096608225885,//img.ltwebstatic.com/images3_pi/2024/03/14/b5/17103494276ac4cd92830d7ea208b4a9f9892bdede_thumbnail_900x.webp
Women's Pointed Toe High Heel Pumps With Ankle Strap & Cross Rivet Decoration For Spring/Summer,https://us.shein.com/Women-s-Pointed-Toe-High-Heel-Pumps-With-Ankle-Strap-Cross-Rivet-Decoration-For-Spring-Summer-p-30689882.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,20.7,25.4,0.0,Black,N/A,15, sx2402272649551720,//img.ltwebstatic.com/images3_pi/2024/02/29/2c/1709137266d6687482ecb604ab05f120e489154f93_thumbnail_900x.webp
New Korean Style Women Flat Sandals Cross Strap Soft Bottom Fashionable Large Size Roman Style Vacation Beach Shoes With Lace-Up,https://us.shein.com/New-Korean-Style-Women-Flat-Sandals-Cross-Strap-Soft-Bottom-Fashionable-Large-Size-Roman-Style-Vacation-Beach-Shoes-With-Lace-Up-p-32424403.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,8.6,10.8,0.0,N/A,N/A,6, sx2403231765321935,//img.ltwebstatic.com/images3_spmp/2024/03/23/ca/17111671860f4686cbcbb26e7c8febe8306c84500b_thumbnail_900x.webp
"Women's Sexy Fashion Party High Heeled Sandals With Ankle Strap And Round Toe, Shiny Gold",https://us.shein.com/Women-s-Sexy-Fashion-Party-High-Heeled-Sandals-With-Ankle-Strap-And-Round-Toe-Shiny-Gold-p-29943093.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,19.3,24.3,0.0,Black,N/A,100+, sx2312226066961779,//img.ltwebstatic.com/images3_pi/2024/02/05/c8/1707121683dbbeef5cffdeeebd83880aa1c510af57_thumbnail_900x.webp
Women Minimalist Chain Decor Lace-Up Front Side Zip Faux Suede Platform  Chunky Heeled Combat Boots,https://us.shein.com/Women-Minimalist-Chain-Decor-Lace-Up-Front-Side-Zip-Faux-Suede-Platform-Chunky-Heeled-Combat-Boots-p-11500140.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,30.9,38.6,0.0,Black,N/A,1000+, sx2209122062851621,//img.ltwebstatic.com/images3_pi/2022/09/13/16630483706e43a9ee1861bcd4c6e20660f49e92b8_thumbnail_900x.webp
Women's Wedge Heel Platform Sandals,https://us.shein.com/Women-s-Wedge-Heel-Platform-Sandals-p-26915189.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,10.5,15.0,0.0,N/A,N/A,6, sx2311286909018261,//img.ltwebstatic.com/images3_pi/2024/01/30/05/1706545443f336b5ae6c350f8cac76cccae1260582_thumbnail_900x.webp
"Women's Platform Wedge Sandals, New Summer Beach Sandals, Outdoor & Versatile Roman Slipper",https://us.shein.com/Women-s-Platform-Wedge-Sandals-New-Summer-Beach-Sandals-Outdoor-Versatile-Roman-Slipper-p-30711900.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,21.0,26.4,0.0,Beige,N/A,1000+, sx2306307548364259,//img.ltwebstatic.com/images3_pi/2024/02/28/44/1709134901c451469fa934a4c926b7de526280ad1c_thumbnail_900x.webp
"Women Minimalist Slingback Thong Sandals, Funky Summer Flat Sandals",https://us.shein.com/Women-Minimalist-Slingback-Thong-Sandals-Funky-Summer-Flat-Sandals-p-16355062.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,11.3,14.2,0.0,Orange,N/A,1000+, sx2209096158898005,//img.ltwebstatic.com/images3_pi/2023/05/18/168440943155fcc5f329b8240498563fec1eb9c343_thumbnail_900x.webp
"Women Metallic Sculptural Heeled Mule Sandals, Glamorous Summer Heeled Sandals",https://us.shein.com/Women-Metallic-Sculptural-Heeled-Mule-Sandals-Glamorous-Summer-Heeled-Sandals-p-16624657.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,20.9,26.4,0.0,Gold,N/A,1000+, sx2305231701163546,//img.ltwebstatic.com/images3_pi/2023/05/24/1684858439e971d300e279f6f0bb83f3283f134677_thumbnail_900x.webp
"Cross-Border Plus Size Women Summer Sandals With Buckle Strap, Peep Toe, Faux  Rope, Platform Wedge Heel And Car Seam Sewing",https://us.shein.com/Cross-Border-Plus-Size-Women-Summer-Sandals-With-Buckle-Strap-Peep-Toe-Faux-Rope-Platform-Wedge-Heel-And-Car-Seam-Sewing-p-33005186.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,15.4,19.4,0.0,N/A,N/A,0, sx2404079271693941,//img.ltwebstatic.com/images3_pi/2024/04/07/51/17125054546be3f8f41fe9f77f6913baa8add8693d_thumbnail_900x.webp
"Autumn/Winter Flat Closed Toe Slippers For Women, Home Wear",https://us.shein.com/Autumn-Winter-Flat-Closed-Toe-Slippers-For-Women-Home-Wear-p-23715836.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,10.3,13.4,0.0,Brown,N/A,1000+, sx2309249980027532,//img.ltwebstatic.com/images3_pi/2023/09/25/a6/1695626091aea983ddec5bc5fb83bd3f0a83fc72a5_thumbnail_900x.webp
"Women Rhinestone Decor Slide Sandals, Artificial Leather Glamorous Sandals",https://us.shein.com/Women-Rhinestone-Decor-Slide-Sandals-Artificial-Leather-Glamorous-Sandals-p-14454633.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,10.9,13.7,0.0,Black,N/A,1000+, sx2303250500359667,//img.ltwebstatic.com/images3_pi/2023/04/03/1680516182cae102085c269661b2c974d6ed7e234c_thumbnail_900x.webp
"Fashion White Strappy Sandals For Women, Knot Decor Tie Leg Design Sandals",https://us.shein.com/Fashion-White-Strappy-Sandals-For-Women-Knot-Decor-Tie-Leg-Design-Sandals-p-11097019.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,11.3,14.2,0.0,White,N/A,1000+, sx2207120803849990,//img.ltwebstatic.com/images3_pi/2022/07/20/16583126380b37cb691bb57926be624a4ca20e123c_thumbnail_900x.webp
SHEIN Haute Pointy Toe PU Sling Back Pumps,https://us.shein.com/SHEIN-Haute-Pointy-Toe-PU-Sling-Back-Pumps-p-13245290.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,22.0,22.0,0.0,N/A,N/A,100+, sx2212206660628674,//img.ltwebstatic.com/images3_pi/2023/02/21/16769660887cd13790aaf6c86a8b3021772c4885ed_thumbnail_900x.webp
"Women Rhinestone Decor Flip Flops, Glass Glamorous Flip-Flops",https://us.shein.com/Women-Rhinestone-Decor-Flip-Flops-Glass-Glamorous-Flip-Flops-p-16840816.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,11.9,15.0,0.0,Beige,N/A,100+, sx2305246113104840,//img.ltwebstatic.com/images3_pi/2023/05/26/1685082300464044ff2d6c3ca02d71b77b75612067_thumbnail_900x.webp
Spring & Autumn Fashionable Casual Plus Size Lightweight Breathable Slip-On Women's Running Shoes,https://us.shein.com/Spring-Autumn-Fashionable-Casual-Plus-Size-Lightweight-Breathable-Slip-On-Women-s-Running-Shoes-p-27444569.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,11.5,14.4,0.0,Brown,N/A,1000+, sx2308276119618731,//img.ltwebstatic.com/images3_pi/2023/12/08/e8/17020419990950a35ced4dac0604127cfbae0ad5db_thumbnail_900x.webp
"Fashion Hot Pink Slippers For Women, Solid Fuzzy Bedroom Slippers",https://us.shein.com/Fashion-Hot-Pink-Slippers-For-Women-Solid-Fuzzy-Bedroom-Slippers-p-11876609.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,11.6,15.0,0.0,Hot Pink,N/A,1000+, sx2210175522231510,//sheinsz.ltwebstatic.com/she_dist/images/bg-grey-ba96515e9b.png
"Fashionable Mule Sandals For Women, Texture Embossed Single Band Stiletto Heeled Sandals",https://us.shein.com/Fashionable-Mule-Sandals-For-Women-Texture-Embossed-Single-Band-Stiletto-Heeled-Sandals-p-15571980.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,17.7,22.2,0.0,Red,N/A,1000+, sx2303075727040459,//img.ltwebstatic.com/images3_pi/2023/05/04/16831620759968843c9fa5fba1033ef1bbab4e888e_thumbnail_900x.webp
Women's Flat Solid Color Slippers Sandals,https://us.shein.com/Women-s-Flat-Solid-Color-Slippers-Sandals-p-25409524.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,11.9,14.0,0.0,Black,N/A,93, sx2310268478747727,//img.ltwebstatic.com/images3_pi/2024/02/21/28/1708452454a97b6a3b42aa5e9d3234059e6fd54a9a_thumbnail_900x.webp
"Women Minimalist Wedge Slide Sandals, Fashion Outdoor Sandals",https://us.shein.com/Women-Minimalist-Wedge-Slide-Sandals-Fashion-Outdoor-Sandals-p-13596644.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,17.3,21.8,0.0,Multicolor,N/A,1000+, sx2206208391623363,//img.ltwebstatic.com/images3_pi/2023/03/07/16781480863e32194e104be047d5f83adee79d9fe0_thumbnail_900x.webp
"Women Open Toe High Heels With Ankle Strap, Chunky Heel, Waterproof Platform, Mary Janes Style Shoes. Perfect For Bridesmaid And Suitable For All Seasons. 2024 New Arrival.",https://us.shein.com/Women-Open-Toe-High-Heels-With-Ankle-Strap-Chunky-Heel-Waterproof-Platform-Mary-Janes-Style-Shoes-Perfect-For-Bridesmaid-And-Suitable-For-All-Seasons-2024-New-Arrival-p-31013646.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,16.82,27.4,0.0,White,N/A,6, sx2402282147316123,//img.ltwebstatic.com/images3_spmp/2024/02/28/cc/1709105500f6fbef130ba3880a1aaea742d361969e_thumbnail_900x.webp
"Fashionable Blue Women's High Heeled Sandals With Peep Toe, Stiletto Heel And Non-Slip Sole For Spring And Summer Parties",https://us.shein.com/Fashionable-Blue-Women-s-High-Heeled-Sandals-With-Peep-Toe-Stiletto-Heel-And-Non-Slip-Sole-For-Spring-And-Summer-Parties-p-31151832.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,20.5,25.9,0.0,Blue,N/A,100+, sx2303026892841112,//img.ltwebstatic.com/images3_pi/2024/03/08/c2/17098315816b062d0e0b3fe89140bf600ad83ef177_thumbnail_900x.webp
Women's Fuchsia Fashionable Solid Color Slippers With Minimalist Single Strap,https://us.shein.com/Women-s-Fuchsia-Fashionable-Solid-Color-Slippers-With-Minimalist-Single-Strap-p-9871768.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,6.5,8.6,0.0,Pink,N/A,1000+, sx2202207148817409,//img.ltwebstatic.com/images3_pi/2022/03/02/16462059575227745868e60a6bc27b0d1e2100e8f5_thumbnail_900x.webp
"2023 New Arrival Women's High Heel Shoes, Super High & Waterproof Platform, Thick Heel With Pearl Detail, Fashionable Cross Band",https://us.shein.com/2023-New-Arrival-Women-s-High-Heel-Shoes-Super-High-Waterproof-Platform-Thick-Heel-With-Pearl-Detail-Fashionable-Cross-Band-p-23014262.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,27.2,33.5,0.0,White,N/A,100+, sx2309026064491755,//img.ltwebstatic.com/images3_pi/2023/10/24/5b/1698138301d8bec41feea6187427db2920309f0bd9_thumbnail_900x.webp
"Ladies"" 2024 New Style Wedge Heel Sandals With Open Toe, Thick Platform, Translucent Strap, Waterproof Platform And High Heel, Suitable For Plus Size Feet",https://us.shein.com/Ladies-2024-New-Style-Wedge-Heel-Sandals-With-Open-Toe-Thick-Platform-Translucent-Strap-Waterproof-Platform-And-High-Heel-Suitable-For-Plus-Size-Feet-p-32695609.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,13.8,17.4,0.0,Clear,N/A,14, sx2403299356040551,//img.ltwebstatic.com/images3_spmp/2024/03/29/06/1711677291cac6bb36f196169441ae5b9703c46184_thumbnail_900x.webp
"Women's Home Slippers Flat Slipper, Warm And Non-Slip, Cross Slippers Thickened Winter Indoor Fuzzy Slippers Women's Shoes",https://us.shein.com/Women-s-Home-Slippers-Flat-Slipper-Warm-And-Non-Slip-Cross-Slippers-Thickened-Winter-Indoor-Fuzzy-Slippers-Women-s-Shoes-p-31203642.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,6.21,12.5,0.0,Dark Grey,N/A,81, sx2402247434141212,//sheinsz.ltwebstatic.com/she_dist/images/bg-grey-ba96515e9b.png
Green Chunky Heel High Heeled Strappy Sandals,https://us.shein.com/Green-Chunky-Heel-High-Heeled-Strappy-Sandals-p-17384713.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,19.2,24.2,0.0,Mint Green,N/A,500+, sx2203153665621027,//img.ltwebstatic.com/images3_pi/2023/06/06/168604483840a0ac301e47985a099c646249eeb89e_thumbnail_900x.webp
SHEIN Haute Open Toe Double Buckle Flatform Sliders,https://us.shein.com/SHEIN-Haute-Open-Toe-Double-Buckle-Flatform-Sliders-p-17147426.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,18.4,23.0,4.85,Mint Green,SHEIN Haute,500+, sx2305119029270604,//img.ltwebstatic.com/images3_pi/2023/06/02/1685676240db32a153e1397535c1894cfe9f8bf25c_thumbnail_900x.webp
"Punk Black Sandals For Women, Studded Decor Slide Sandals",https://us.shein.com/Punk-Black-Sandals-For-Women-Studded-Decor-Slide-Sandals-p-16492093.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,10.7,13.5,0.0,Black,N/A,500+, sx2305029003370524,//img.ltwebstatic.com/images3_pi/2023/05/18/1684374987bfaf7b4aab55061dcbcf5e614b311e99_thumbnail_900x.webp
"Elegant White Sandals For Women, Criss Cross Flatform Ankle Strap Sandals",https://us.shein.com/Elegant-White-Sandals-For-Women-Criss-Cross-Flatform-Ankle-Strap-Sandals-p-15225574.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,20.7,26.1,0.0,White,N/A,1000+, sx2304032718540195,//img.ltwebstatic.com/images3_pi/2023/04/24/16823399177bc544fefa131564dc340839f14ca815_thumbnail_900x.webp
"Children Casual Flat Sandals With Rhinestone Decorations, Suitable For Daily Wear",https://us.shein.com/Children-Casual-Flat-Sandals-With-Rhinestone-Decorations-Suitable-For-Daily-Wear-p-30335815.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,13.0,13.0,0.0,Silver,N/A,2, sk2402222408207165,//img.ltwebstatic.com/images3_pi/2024/04/17/78/171335682086ee8858e18eaa82c9d2ac5a756490a9_thumbnail_900x.webp
"Stitching Design Women's Wedge Heel Platform Slides, Comfortable And Breathable (Polyurethane Sole Has Small Holes)",https://us.shein.com/Stitching-Design-Women-s-Wedge-Heel-Platform-Slides-Comfortable-And-Breathable-Polyurethane-Sole-Has-Small-Holes-p-30712176.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,10.65,15.5,0.0,White,N/A,500+, sx2306212979671578,//img.ltwebstatic.com/images3_pi/2024/02/28/f4/17091336308d342da78519402f202b11db35dc838d_thumbnail_900x.webp
Women's Flat Sandals With Natural Jute Rope And Bow Knot Design For Comfortable Summer Wear,https://us.shein.com/Women-s-Flat-Sandals-With-Natural-Jute-Rope-And-Bow-Knot-Design-For-Comfortable-Summer-Wear-p-31066264.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,9.7,12.2,0.0,White,N/A,32, sx2403050131243055,//img.ltwebstatic.com/images3_pi/2024/03/06/45/1709716327b25af6e7965723cc7b2fd59c3c84f6e5_thumbnail_900x.webp
"Women's Black Casual Wedge Sandals With Bow Decoration For Beach Vacation, Thick Bottom And Heel, Stylish And Versatile",https://us.shein.com/Women-s-Black-Casual-Wedge-Sandals-With-Bow-Decoration-For-Beach-Vacation-Thick-Bottom-And-Heel-Stylish-And-Versatile-p-31083944.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,8.0,10.1,0.0,Black,N/A,43, sx2403011383143832,//img.ltwebstatic.com/images3_spmp/2024/03/01/ad/170927625017f5049488eedb941954b65499598c1f_thumbnail_900x.webp
"Women Rhinestone Decor Double Strap Flat Sandals, Glamorous Brown Slide Sandals",https://us.shein.com/Women-Rhinestone-Decor-Double-Strap-Flat-Sandals-Glamorous-Brown-Slide-Sandals-p-15953990.html?src_identifier=st%3D2%60sc%3Dshoes%60sr%3D0%60ps%3D1&src_module=search&src_tab_page_id=page_search1715957484388&mallCode=1&pageListType=4,5.81,13.9,0.0,Rust Brown,N/A,1000+, sx2305107513702753,//img.ltwebstatic.com/images3_pi/2023/05/11/168379132247ec90d28373cc343595af2814933826_thumbnail_900x.webp
